user_id,timestamp,amount,merchant_category,city,is_weekend,hour_of_day,day_of_month,is_foreign,is_fraudulent
USER_00000003,2025-12-10 12:03:57.476677,193.69,Gas Stations,San Antonio,False,12,10,False,False
USER_00000003,2026-01-03 14:35:57.476677,74.89,Gas Stations,Houston,True,14,3,False,False
USER_00000003,2026-02-04 07:51:57.476677,84.75,Groceries,San Jose,False,7,4,False,False
USER_00000003,2025-09-25 10:01:57.476677,36.61,Restaurants,Philadelphia,False,10,25,False,False
USER_00000003,2025-05-07 07:24:57.476677,63.85,Restaurants,Dallas,False,7,7,False,False
USER_00000003,2025-09-16 11:16:57.476677,211.72,Groceries,Philadelphia,False,11,16,False,False
USER_00000003,2026-03-12 15:14:57.476677,105.64,Groceries,Chicago,False,15,12,False,False
USER_00000003,2025-10-16 04:38:57.476677,53.12,Gas Stations,New York,False,4,16,False,False
USER_00000003,2025-06-11 07:22:57.476677,250.59,Online Shopping,Other,False,7,11,True,False
USER_00000003,2025-11-25 11:54:57.476677,80.53,Groceries,San Jose,False,11,25,False,False
USER_00000003,2025-05-16 09:15:57.476677,93.24,Groceries,San Jose,False,9,16,False,False
USER_00000003,2025-12-10 04:27:57.476677,742.3,Travel,Phoenix,False,4,10,False,False
USER_00000003,2025-05-18 10:29:57.476677,28.85,Restaurants,San Jose,True,10,18,False,False
USER_00000003,2025-07-06 11:19:57.476677,26.56,Groceries,San Jose,True,11,6,False,False
USER_00000003,2025-09-07 08:48:57.476677,362.02,Travel,Chicago,True,8,7,False,False
USER_00000003,2025-08-25 10:24:57.476677,220.77,Healthcare,San Diego,False,10,25,False,False
USER_00000004,2026-03-18 06:20:57.476677,71.04,Gas Stations,San Jose,False,6,18,False,False
USER_00000004,2025-12-15 09:29:57.476677,97.84,Gas Stations,New York,False,9,15,False,False
USER_00000004,2025-11-18 12:38:57.476677,61.5,Groceries,Other,False,12,18,False,False
USER_00000004,2026-02-19 06:43:57.476677,165.33,Groceries,Los Angeles,False,6,19,False,False
USER_00000004,2026-04-06 14:16:57.476677,131.63,Online Shopping,Chicago,False,14,6,False,False
USER_00000004,2026-01-07 00:56:57.476677,101.46,Groceries,Chicago,False,0,7,False,False
USER_00000004,2025-11-16 03:22:57.476677,78.56,Gas Stations,San Diego,True,3,16,False,False
USER_00000004,2025-05-22 06:56:57.476677,90.21,Utilities,Phoenix,False,6,22,False,False
USER_00000004,2026-02-28 08:07:57.476677,108.91,Utilities,San Diego,True,8,28,False,False
USER_00000004,2025-06-18 07:45:57.476677,111.58,Groceries,Other,False,7,18,False,False
USER_00000004,2025-11-19 11:16:57.476677,205.12,Online Shopping,Other,False,11,19,False,False
USER_00000004,2025-04-16 07:39:57.476677,42.92,Gas Stations,Philadelphia,False,7,16,False,False
USER_00000004,2025-05-09 13:00:57.476677,1240.21,Travel,Los Angeles,False,13,9,False,False
USER_00000004,2025-07-22 06:42:57.476677,35.06,Restaurants,Other,False,6,22,False,False
USER_00000004,2025-10-28 05:24:57.476677,89.85,Groceries,Houston,False,5,28,True,True
USER_00000004,2025-10-11 11:12:57.476677,53.59,Groceries,Dallas,True,11,11,False,False
USER_00000004,2026-03-28 11:41:57.476677,37.12,Restaurants,Houston,True,11,28,False,False
USER_00000004,2025-07-20 13:30:57.476677,45.28,Restaurants,Phoenix,True,13,20,False,False
USER_00000004,2025-11-20 03:50:57.476677,91.67,Healthcare,Phoenix,False,3,20,False,False
USER_00000004,2025-10-17 11:33:57.476677,159.45,Online Shopping,San Jose,False,11,17,False,False
USER_00000005,2026-03-25 09:47:57.476677,53.15,Restaurants,San Diego,False,9,25,False,False
USER_00000005,2025-10-21 07:46:57.476677,36.29,Gas Stations,Philadelphia,False,7,21,False,False
USER_00000005,2025-11-28 07:42:57.476677,200.75,Groceries,San Jose,False,7,28,False,False
USER_00000005,2026-01-13 06:24:57.476677,137.91,Utilities,San Antonio,False,6,13,False,False
USER_00000005,2025-05-21 11:06:57.476677,109.18,Utilities,Philadelphia,False,11,21,False,False
USER_00000005,2025-05-23 13:48:57.476677,93.1,Cash Advance,Phoenix,False,13,23,False,False
USER_00000005,2025-12-27 14:35:57.476677,828.46,Travel,Phoenix,True,14,27,True,False
USER_00000005,2025-05-13 12:18:57.476677,75.86,Groceries,Chicago,False,12,13,True,False
USER_00000005,2025-07-08 12:35:57.476677,59.02,Groceries,San Antonio,False,12,8,False,False
USER_00000005,2025-07-16 10:51:57.476677,57.42,Online Shopping,San Jose,False,10,16,False,False
USER_00000005,2026-02-28 04:20:57.476677,148.17,Utilities,Phoenix,True,4,28,False,False
USER_00000005,2026-01-03 10:31:57.476677,246.71,Groceries,San Antonio,True,10,3,False,False
USER_00000005,2026-01-02 10:36:57.476677,25.67,Groceries,Los Angeles,False,10,2,False,False
USER_00000005,2025-06-06 09:48:57.476677,109.38,Healthcare,Dallas,False,9,6,False,False
USER_00000005,2026-01-28 10:31:57.476677,183.81,Groceries,San Diego,False,10,28,False,False
USER_00000005,2025-05-24 10:09:57.476677,65.36,Restaurants,Phoenix,True,10,24,False,False
USER_00000005,2025-08-14 06:35:57.476677,90.21,Online Shopping,Los Angeles,False,6,14,False,False
USER_00000005,2025-05-08 05:52:57.476677,83.04,Groceries,Philadelphia,False,5,8,False,False
USER_00000005,2025-11-21 04:52:57.476677,94.53,Groceries,San Diego,False,4,21,False,False
USER_00000005,2026-01-21 01:06:57.476677,69.5,Entertainment,San Antonio,False,1,21,False,False
USER_00000006,2026-03-03 06:23:57.476677,292.87,Online Shopping,San Diego,False,6,3,False,False
USER_00000006,2026-04-06 00:59:57.476677,65.18,Other,Houston,False,0,6,False,False
USER_00000006,2025-06-15 12:31:57.476677,61.75,Restaurants,Chicago,True,12,15,False,False
USER_00000006,2025-05-22 01:00:57.476677,82.13,Groceries,San Antonio,False,1,22,False,False
USER_00000006,2026-02-06 11:05:57.476677,58.82,Entertainment,Los Angeles,False,11,6,False,False
USER_00000006,2025-05-22 10:33:57.476677,27.54,Gas Stations,Phoenix,False,10,22,False,False
USER_00000006,2025-04-23 09:29:57.476677,45.84,Groceries,San Antonio,False,9,23,False,False
USER_00000006,2025-05-14 10:09:57.476677,132.42,Healthcare,New York,False,10,14,False,False
USER_00000006,2025-07-14 08:33:57.476677,212.02,Groceries,Houston,False,8,14,False,False
USER_00000006,2025-04-11 12:08:57.476677,41.95,Restaurants,Los Angeles,False,12,11,True,False
USER_00000006,2025-08-21 06:08:57.476677,71.14,Groceries,Philadelphia,False,6,21,False,False
USER_00000006,2025-07-11 12:17:57.476677,65.02,Restaurants,New York,False,12,11,False,False
USER_00000006,2025-05-26 06:56:57.476677,16.94,Restaurants,San Antonio,False,6,26,False,False
USER_00000006,2025-06-25 03:08:57.476677,39.14,Gas Stations,Chicago,False,3,25,False,False
USER_00000006,2025-06-20 10:33:57.476677,47.26,Entertainment,New York,False,10,20,True,False
USER_00000006,2025-09-06 05:47:57.476677,219.64,Utilities,San Diego,True,5,6,False,False
USER_00000006,2025-10-24 06:28:57.476677,117.38,Groceries,San Antonio,False,6,24,False,False
USER_00000006,2026-04-02 00:15:57.476677,94.94,Groceries,Los Angeles,False,0,2,False,False
USER_00000006,2025-05-03 12:08:57.476677,95.69,Groceries,San Antonio,True,12,3,False,False
USER_00000006,2026-01-19 06:20:57.476677,62.61,Groceries,Chicago,False,6,19,False,False
USER_00000007,2026-02-04 15:36:57.476677,140.87,Online Shopping,Dallas,False,15,4,False,False
USER_00000007,2025-11-26 11:10:57.476677,42.71,Entertainment,San Diego,False,11,26,False,False
USER_00000007,2026-01-08 07:42:57.476677,210.13,Healthcare,Phoenix,False,7,8,False,False
USER_00000007,2025-08-13 03:49:57.476677,58.39,Groceries,San Antonio,False,3,13,False,False
USER_00000007,2026-02-24 13:59:57.476677,19.98,Restaurants,Chicago,False,13,24,True,False
USER_00000007,2026-01-08 05:43:57.476677,50.95,Gas Stations,New York,False,5,8,False,False
USER_00000007,2025-06-15 09:51:57.476677,28.82,Groceries,New York,True,9,15,False,False
USER_00000007,2025-05-14 15:51:57.476677,250.81,Online Shopping,Other,False,15,14,False,False
USER_00000007,2025-06-16 08:53:57.476677,81.93,Other,Los Angeles,False,8,16,True,False
USER_00000007,2025-12-24 02:31:57.476677,41.42,Restaurants,San Diego,False,2,24,False,False
USER_00000007,2026-03-24 13:34:57.476677,28.86,Entertainment,New York,False,13,24,False,False
USER_00000007,2025-06-23 10:10:57.476677,35.23,Gas Stations,Other,False,10,23,False,False
USER_00000007,2025-10-10 13:22:57.476677,76.54,Groceries,Phoenix,False,13,10,False,False
USER_00000007,2025-12-03 10:49:57.476677,105.21,Online Shopping,Dallas,False,10,3,False,False
USER_00000007,2025-04-19 04:08:57.476677,15.05,Restaurants,Dallas,True,4,19,False,False
USER_00000007,2026-03-15 10:39:57.476677,38.83,Groceries,Los Angeles,True,10,15,False,False
USER_00000007,2026-02-03 04:09:57.476677,104.16,Online Shopping,San Antonio,False,4,3,False,False
USER_00000007,2025-11-15 04:26:57.476677,236.89,Travel,Other,True,4,15,False,False
USER_00000007,2025-11-05 10:54:57.476677,69.48,Restaurants,New York,False,10,5,False,False
USER_00000007,2025-11-13 11:49:57.476677,44.82,Restaurants,Chicago,False,11,13,False,False
USER_00000008,2025-08-25 13:05:57.476677,120.45,Utilities,Philadelphia,False,13,25,False,False
USER_00000008,2025-06-02 12:29:57.476677,269.13,Healthcare,Dallas,False,12,2,False,False
USER_00000008,2025-12-24 08:16:57.476677,105.45,Entertainment,San Jose,False,8,24,False,False
USER_00000008,2025-12-24 09:54:57.476677,86.66,Groceries,Los Angeles,False,9,24,False,False
USER_00000008,2026-02-27 11:28:57.476677,176.47,Utilities,San Antonio,False,11,27,False,False
USER_00000008,2025-09-21 15:52:57.476677,64.6,Groceries,Houston,True,15,21,False,False
USER_00000008,2025-11-24 08:58:57.476677,91.61,Online Shopping,Los Angeles,False,8,24,False,False
USER_00000008,2026-01-30 10:45:57.476677,38.44,Groceries,Chicago,False,10,30,False,False
USER_00000008,2025-10-10 10:09:57.476677,257.66,Online Shopping,Philadelphia,False,10,10,False,False
USER_00000008,2026-02-24 08:15:57.476677,26.98,Restaurants,San Jose,False,8,24,False,False
USER_00000008,2026-03-23 19:56:57.476677,50.71,Gas Stations,Dallas,False,19,23,False,False
USER_00000008,2025-12-17 15:29:57.476677,22.2,Restaurants,San Diego,False,15,17,True,False
USER_00000008,2025-11-01 00:21:57.476677,65.88,Groceries,San Jose,True,0,1,False,False
USER_00000008,2025-06-22 12:06:57.476677,499.14,Online Shopping,Other,True,12,22,True,False
USER_00000008,2025-08-19 19:46:57.476677,313.01,Travel,Dallas,False,19,19,False,False
USER_00000008,2025-11-01 15:09:57.476677,371.39,Utilities,Houston,True,15,1,False,False
USER_00000008,2026-02-27 23:58:57.476677,73.96,Groceries,Houston,False,23,27,False,False
USER_00000008,2025-12-31 11:27:57.476677,91.32,Entertainment,Dallas,False,11,31,False,False
USER_00000008,2025-06-22 04:53:57.476677,223.58,Online Shopping,San Diego,True,4,22,False,False
USER_00000008,2025-07-27 08:54:57.476677,40.1,Restaurants,Los Angeles,True,8,27,False,False
USER_00000009,2025-09-23 11:03:57.476677,62.91,Groceries,San Diego,False,11,23,False,False
USER_00000009,2026-01-11 06:02:57.476677,109.34,Online Shopping,New York,True,6,11,False,False
USER_00000009,2025-05-20 18:30:57.476677,166.79,Utilities,Dallas,False,18,20,False,False
USER_00000009,2026-03-28 15:01:57.476677,304.81,Online Shopping,Dallas,True,15,28,False,False
USER_00000009,2026-04-02 10:48:57.476677,23.81,Gas Stations,San Diego,False,10,2,False,False
USER_00000009,2025-12-05 14:46:57.476677,20.63,Gas Stations,Other,False,14,5,False,False
USER_00000009,2025-05-12 12:07:57.476677,31.99,Groceries,Phoenix,False,12,12,False,False
USER_00000009,2025-04-19 05:33:57.476677,41.57,Entertainment,Phoenix,True,5,19,False,False
USER_00000009,2025-12-10 08:25:57.476677,92.24,Entertainment,Chicago,False,8,10,False,False
USER_00000009,2025-06-17 03:34:57.476677,109.75,Groceries,Phoenix,False,3,17,False,False
USER_00000009,2025-10-30 08:40:57.476677,332.12,Travel,Houston,False,8,30,False,False
USER_00000009,2025-06-08 06:06:57.476677,34.5,Restaurants,New York,True,6,8,False,False
USER_00000009,2025-08-22 10:07:57.476677,31.47,Other,Dallas,False,10,22,True,False
USER_00000009,2025-04-07 11:25:57.476677,20.98,Restaurants,San Jose,False,11,7,True,False
USER_00000009,2025-09-03 03:28:57.476677,100.23,Groceries,Houston,False,3,3,False,False
USER_00000009,2025-10-05 12:21:57.476677,59.1,Restaurants,Chicago,True,12,5,False,False
USER_00000009,2026-03-23 08:19:57.476677,39.39,Gas Stations,Philadelphia,False,8,23,False,False
USER_00000009,2025-11-01 06:02:57.476677,169.86,Groceries,New York,True,6,1,False,False
USER_00000009,2025-11-22 05:44:57.476677,194.47,Online Shopping,Phoenix,True,5,22,False,False
USER_00000009,2025-07-20 13:49:57.476677,265.96,Online Shopping,San Antonio,True,13,20,False,False
USER_00000010,2025-11-01 04:53:57.476677,55.92,Entertainment,Los Angeles,True,4,1,True,False
USER_00000010,2026-02-19 13:17:57.476677,160.43,Groceries,San Jose,False,13,19,False,False
USER_00000010,2025-05-18 06:06:57.476677,148.68,Gas Stations,Dallas,True,6,18,False,False
USER_00000010,2025-05-10 06:44:57.476677,61.02,Groceries,Philadelphia,True,6,10,False,False
USER_00000010,2025-10-16 05:58:57.476677,60.18,Entertainment,Los Angeles,False,5,16,False,False
USER_00000010,2025-11-28 14:18:57.476677,46.69,Groceries,San Diego,False,14,28,True,False
USER_00000010,2026-01-02 07:18:57.476677,101.58,Utilities,San Diego,False,7,2,False,False
USER_00000010,2025-12-13 05:03:57.476677,36.9,Entertainment,New York,True,5,13,False,False
USER_00000010,2025-08-07 09:07:57.476677,33.32,Gas Stations,New York,False,9,7,False,False
USER_00000010,2025-06-19 12:32:57.476677,57.36,Gas Stations,New York,False,12,19,False,False
USER_00000010,2025-06-29 05:42:57.476677,51.05,Groceries,Houston,True,5,29,False,False
USER_00000010,2025-06-12 08:46:57.476677,39.54,Restaurants,Houston,False,8,12,False,False
USER_00000010,2025-06-28 15:43:57.476677,513.72,Travel,San Diego,True,15,28,False,False
USER_00000010,2026-01-28 13:14:57.476677,142.29,Utilities,New York,False,13,28,True,False
USER_00000010,2025-11-10 12:18:57.476677,72.69,Groceries,San Jose,False,12,10,False,False
USER_00000010,2026-03-27 02:41:57.476677,92.16,Online Shopping,Chicago,False,2,27,False,False
USER_00000010,2025-07-27 03:26:57.476677,55.65,Entertainment,Other,True,3,27,False,False
USER_00000010,2025-05-12 04:21:57.476677,80.08,Online Shopping,New York,False,4,12,True,False
USER_00000010,2025-04-12 09:14:57.476677,78.22,Groceries,Dallas,True,9,12,False,False
USER_00000010,2026-02-28 05:40:57.476677,55.55,Groceries,San Jose,True,5,28,False,False
USER_00000011,2025-11-24 13:47:57.476677,19.54,Restaurants,Dallas,False,13,24,False,False
USER_00000011,2025-09-19 09:01:57.476677,605.44,Travel,San Antonio,False,9,19,False,False
USER_00000011,2026-03-15 08:01:57.476677,68.42,Gas Stations,San Diego,True,8,15,False,False
USER_00000011,2025-06-08 14:01:57.476677,87.17,Gas Stations,New York,True,14,8,False,False
USER_00000011,2025-04-26 08:49:57.476677,107.85,Utilities,Phoenix,True,8,26,False,False
USER_00000011,2025-06-09 02:28:57.476677,94.35,Online Shopping,Los Angeles,False,2,9,False,False
USER_00000011,2025-04-09 06:54:57.476677,201.99,Utilities,New York,False,6,9,False,False
USER_00000011,2025-09-01 05:45:57.476677,38.9,Gas Stations,Chicago,False,5,1,False,False
USER_00000011,2025-11-17 18:24:57.476677,99.78,Groceries,San Antonio,False,18,17,False,False
USER_00000011,2025-12-24 02:37:57.476677,230.89,Utilities,New York,False,2,24,False,False
USER_00000011,2025-09-09 09:50:57.476677,63.54,Gas Stations,Other,False,9,9,False,False
USER_00000011,2025-12-17 13:05:57.476677,155.61,Groceries,Los Angeles,False,13,17,False,False
USER_00000011,2025-12-24 10:16:57.476677,48.3,Restaurants,Los Angeles,False,10,24,True,False
USER_00000011,2025-05-26 15:22:57.476677,81.0,Groceries,Houston,False,15,26,False,False
USER_00000011,2025-10-18 04:50:57.476677,45.39,Gas Stations,Chicago,True,4,18,True,False
USER_00000011,2025-04-16 11:22:57.476677,422.98,Travel,Chicago,False,11,16,False,False
USER_00000011,2025-05-18 11:59:57.476677,105.73,Utilities,San Jose,True,11,18,False,False
USER_00000011,2025-11-25 10:19:57.476677,74.45,Utilities,Phoenix,False,10,25,False,False
USER_00000011,2025-06-18 05:19:57.476677,94.57,Groceries,Chicago,False,5,18,False,False
USER_00000011,2025-05-14 09:05:57.476677,64.53,Restaurants,Other,False,9,14,False,False
USER_00000012,2025-12-01 14:56:57.476677,63.59,Groceries,San Antonio,False,14,1,False,False
USER_00000012,2025-12-22 07:40:57.477837,995.05,Travel,Phoenix,False,7,22,False,False
USER_00000012,2026-01-05 12:24:57.477837,32.04,Restaurants,Houston,False,12,5,False,False
USER_00000012,2025-06-24 17:51:57.477837,45.18,Online Shopping,Chicago,False,17,24,False,False
USER_00000012,2026-02-15 03:50:57.477837,102.87,Entertainment,Houston,True,3,15,False,False
USER_00000012,2026-03-09 07:55:57.477837,27.54,Restaurants,Los Angeles,False,7,9,False,False
USER_00000012,2025-06-15 09:41:57.477837,57.96,Restaurants,New York,True,9,15,False,False
USER_00000012,2025-06-14 10:42:57.477837,105.59,Cash Advance,Chicago,True,10,14,False,False
USER_00000012,2025-09-05 03:28:57.477837,245.76,Cash Advance,Other,False,3,5,False,False
USER_00000012,2025-07-14 20:47:57.477837,23.46,Restaurants,Los Angeles,False,20,14,False,False
USER_00000012,2025-07-24 07:23:57.477837,55.3,Gas Stations,New York,False,7,24,True,False
USER_00000012,2025-06-09 14:17:57.477837,293.42,Cash Advance,New York,False,14,9,False,False
USER_00000012,2025-12-27 10:07:57.477837,97.97,Groceries,Los Angeles,True,10,27,False,False
USER_00000012,2025-04-26 07:49:57.477837,36.24,Restaurants,Dallas,True,7,26,False,False
USER_00000012,2025-12-18 19:00:57.477837,37.65,Groceries,Phoenix,False,19,18,False,False
USER_00000012,2025-10-07 07:33:57.477837,72.04,Gas Stations,Dallas,False,7,7,False,False
USER_00000012,2025-05-29 07:41:57.477837,125.61,Groceries,San Diego,False,7,29,True,False
USER_00000012,2026-04-06 03:59:57.477837,20.78,Restaurants,Other,False,3,6,False,False
USER_00000012,2025-05-23 04:27:57.477837,47.92,Groceries,Philadelphia,False,4,23,False,False
USER_00000012,2026-02-11 08:34:57.477837,85.52,Gas Stations,New York,False,8,11,True,False
USER_00000013,2025-11-09 03:10:57.477837,49.56,Other,San Jose,True,3,9,False,False
USER_00000013,2025-06-02 00:27:57.477837,97.08,Healthcare,Phoenix,False,0,2,False,False
USER_00000013,2025-11-21 09:05:57.477837,515.7,Travel,New York,False,9,21,False,False
USER_00000013,2025-09-17 07:29:57.477837,87.2,Online Shopping,San Antonio,False,7,17,False,False
USER_00000013,2025-05-29 17:10:57.477837,81.29,Groceries,San Jose,False,17,29,False,False
USER_00000013,2025-12-11 14:34:57.477837,61.0,Groceries,Other,False,14,11,False,False
USER_00000013,2025-11-04 12:46:57.477837,152.81,Utilities,San Diego,False,12,4,False,False
USER_00000013,2025-06-20 10:40:57.477837,60.98,Restaurants,San Diego,False,10,20,False,False
USER_00000013,2026-02-03 13:44:57.477837,21.83,Groceries,San Antonio,False,13,3,False,False
USER_00000013,2025-08-06 09:41:57.477837,214.45,Entertainment,Los Angeles,False,9,6,False,True
USER_00000013,2026-03-13 11:06:57.477837,56.15,Restaurants,Phoenix,False,11,13,False,False
USER_00000013,2026-01-07 05:08:57.477837,25.65,Restaurants,Houston,False,5,7,False,False
USER_00000013,2026-01-22 11:05:57.477837,87.9,Other,Phoenix,False,11,22,False,False
USER_00000013,2025-06-17 19:00:57.477837,278.59,Travel,San Jose,False,19,17,False,False
USER_00000013,2025-09-09 08:29:57.477837,25.16,Restaurants,Dallas,False,8,9,True,False
USER_00000013,2025-04-25 09:32:57.477837,37.33,Other,Houston,False,9,25,False,False
USER_00000013,2026-03-21 12:53:57.477837,193.09,Online Shopping,San Diego,True,12,21,False,False
USER_00000013,2025-11-30 08:25:57.477837,27.16,Entertainment,San Diego,True,8,30,False,False
USER_00000013,2025-04-08 13:49:57.477837,170.3,Groceries,Los Angeles,False,13,8,False,False
USER_00000013,2025-07-30 07:25:57.477837,64.39,Groceries,Philadelphia,False,7,30,False,False
USER_00000014,2025-10-10 23:19:57.477837,163.2,Online Shopping,Phoenix,False,23,10,False,False
USER_00000014,2025-10-07 17:20:57.477837,234.47,Utilities,Los Angeles,False,17,7,False,False
USER_00000014,2025-11-06 12:16:57.477837,129.43,Online Shopping,San Jose,False,12,6,True,False
USER_00000014,2026-03-13 11:27:57.477837,55.54,Groceries,Houston,False,11,13,False,False
USER_00000014,2025-10-09 11:05:57.477837,139.59,Groceries,San Antonio,False,11,9,True,False
USER_00000014,2025-09-21 04:41:57.477837,347.87,Travel,New York,True,4,21,False,False
USER_00000014,2025-04-28 07:16:57.477837,52.03,Groceries,Dallas,False,7,28,False,False
USER_00000014,2025-10-28 05:43:57.477837,77.55,Gas Stations,San Jose,False,5,28,False,False
USER_00000014,2025-10-12 09:17:57.477837,80.67,Groceries,New York,True,9,12,False,False
USER_00000014,2025-06-26 15:01:57.477837,147.88,Groceries,Phoenix,False,15,26,False,False
USER_00000014,2026-02-03 13:25:57.477837,116.3,Online Shopping,San Antonio,False,13,3,False,False
